KIC,P13,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE,kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
9767051,1,1,J19211712+4633148,78.142,14.571,4460.0,73.0,4303.0,68.0,2.75,0.07,21.25,0.76,"GOLD,KASC,GO,PUBLIC                          ",4280,81,0.08,0.05,,,,,,,,,,,,,4416,81,0.16,0.05,,,,,,,,,,,,,290.32138,46.554131,9767051,2MASS J19211712+4633148,4565,76.0,-138.0,2.205,0.031,-0.03,0.07,0.19,-0.27,2.399,1.0,-1.215,20.265,3.762,-6.034,0.00040599999999999995,0.000177,-6.326e-05,DSEP,11.585,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,290.32138,46.554131,11111111111111111,PHO1,AST11,KIC0,9.687000000000001,0.025,9.036,0.021,8.88,0.013999999999999999,0.8755,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,92.03200000000001,103.01100000000001,117.62,130.578,147.357,171.82299999999998,179.50799999999998,193.987,218.623,236.257,248.328,261.56,266.726,302.09,,,,-2147483648,b'3543-1530-1 ',1635378410781933568,2127621623279387008,1038543,2015.0,290.32139687690704,0.13588781114084422,46.55414947850809,0.22580773248172745,1.2040074156113467,0.27842130075656185,0.2363187585601938,1.1189730867208985,6.281501355738378,0.687594320112505,0.3936944901943207,0.4369681775569916,-0.5629464983940125,-0.20312602818012238,0.7137451171875,-0.6457009315490723,-0.524908185005188,-0.8647443056106567,-0.2008407711982727,0.05479062721133232,105,105,105,99,0,6,,0.4064683832434645,201.78835988665094,False,4.064453601837158,5.781243324279785,3.264568658778444e-05,5,17,False,0.35244396328926086,0.18141727149486542,0.19980329275131226,0.10335715860128403,-106.56251525878906,82.6998291015625,33.01237869262695,3.385995626449585,128,439321.28966752614,1095.7512798850532,11.41781443923578,b'NOT_AVAILABLE',78.14247963672138,14.570704012670037,308.2573806231889,67.31337182131192,1.3115296869734813e-05
9145781,1,1,J19111220+4535367,76.506,15.79,5109.0,85.0,4948.0,80.0,17.58,0.62,242.05,5.93,"GOLD,KASC,PUBLIC                             ",4808,82,0.05,0.05,1.16,0.16,0.14,4.06,0.24,0.21,3.285,0.012,0.012,0.01729,0.0008,0.00081,4804,82,0.07,0.05,1.17,0.16,0.15,4.07,0.23,0.22,3.285,0.011000000000000001,0.012,0.01728,0.00078,0.00082,287.80084,45.593529,9145781,2MASS J19111220+4535367,5109,85.0,-85.0,3.285,0.011000000000000001,-0.012,0.07,0.05,-0.05,1.17,0.16,-0.15,4.07,0.23,-0.22,0.02434,0.001099,-0.001155,MULT55,11.76,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.80084,45.593529,11111111111111111,PHO55,AST55,SPE55,10.238999999999999,0.023,9.782,0.021,9.667,0.011000000000000001,0.8755,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,142.08700000000002,137.094,136.842,132.338,130.05200000000002,121.919,117.73700000000001,111.36399999999999,103.791,96.58200000000001,91.469,86.76799999999999,85.565,78.791,,,,-2147483648,b'3542-1069-1 ',1635378410781933568,2130232173123190016,333785,2015.0,287.8008060605951,0.15776470540586,45.593473596731606,0.5952432174615534,2.1538019581200953,0.8174485452169808,-10.369786702332027,4.988811513811599,-15.582130538034587,1.5019063080812647,0.7445091009140015,0.7324832677841187,-0.7607063055038452,-0.731713593006134,0.9710602164268494,-0.9709253311157227,-0.9120603203773499,-0.9890045523643494,-0.8737231492996216,0.8563543558120728,71,71,71,65,0,6,,0.40326013099524566,119.62771854292419,False,4.0343217849731445,5.961130142211914,3.429061689530499e-05,5,10,False,0.6501173973083496,0.1739482581615448,0.11541219800710678,0.06761004775762558,-109.83293914794922,66.78157043457031,15.523274421691895,8.413723945617676,79,366426.4734231997,583.783205129106,11.6148029567121,b'NOT_AVAILABLE',76.50619417479064,15.789830296931505,303.1841888632727,66.99335125824284,2.1663497498920257e-05
9145955,1,1,J19113253+4531225,76.46300000000001,15.708,5190.0,134.0,5032.0,127.0,10.93,0.23,129.69,2.52,"GOLD,KASC,SEIS_INTEREST,RGB,PUBLIC,SEIS_DWARF",4815,98,-0.35,0.07,1.27,0.12,0.12,5.76,0.23,0.22,3.0189999999999997,0.009000000000000001,0.01,0.0066099999999999996,0.00021,0.00021,4809,98,-0.42,0.07,1.27,0.12,0.11,5.76,0.23,0.23,3.0189999999999997,0.01,0.01,0.00662,0.00022,0.00021,287.88556,45.52293,9145955,2MASS J19113253+4531225,5190,134.0,-134.0,3.0189999999999997,0.01,-0.01,-0.42,0.07,-0.07,1.27,0.12,-0.11,5.76,0.23,-0.23,0.009323999999999999,0.0003099,-0.00029580000000000003,MULT55,9.777000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.88556,45.52293,11111111111111111,PHO55,AST55,SPE55,8.357999999999999,0.034,7.8839999999999995,0.021,7.809,0.017,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,156.635,157.83100000000002,160.933,159.36700000000002,160.322,157.80700000000002,155.791,151.55100000000002,144.069,135.634,128.531,122.113,120.24600000000001,111.47,,,,94292,b'            ',1635378410781933568,2130219769257640576,427561,2015.0,287.885578890812,0.19372344836757052,45.52287997680163,0.18106240471352691,2.171695416176035,0.2125761702859778,3.102341016081515,0.19138842117264046,-15.964883323749163,0.172639538433997,-0.4340578615665436,-0.4166075885295868,-0.003126939292997122,0.016554368659853935,0.5277718305587769,-0.16451315581798553,-0.2101845145225525,-0.1984403282403946,-0.16063538193702698,0.11399508267641068,70,70,69,68,1,2,2.829860210418701,0.2027841610552665,61.67340768550766,False,2.205171585083008,20.542959213256836,1.7407233826816082e-05,3,13,False,0.41537100076675415,0.30320224165916443,0.26286840438842773,0.36875879764556885,-136.12069702148438,31.06497573852539,17.2678165435791,-28.419206619262695,96,2160041.0545694693,1722.901170750766,9.688615049848007,b'NOT_AVAILABLE',76.46262175312788,15.707684233115645,303.2721295813584,66.90778737764253,1.6500041346618472e-05
9145952,1,1,J19113227+4535165,76.525,15.734000000000002,4868.0,72.0,4674.0,67.0,4.05,0.08,33.64,0.78,"GOLD,HALO,KASC,GO,PUBLIC                     ",4570,88,-0.1,0.06,1.08,0.11,0.1,10.61,0.43,0.41,2.418,0.011000000000000001,0.011000000000000001,0.0009,2.9999999999999997e-05,2.9999999999999997e-05,4629,88,-0.09,0.06,1.09,0.11,0.1,10.67,0.44,0.41,2.42,0.011000000000000001,0.011000000000000001,0.0009,2.9999999999999997e-05,2.9999999999999997e-05,287.88448999999997,45.587928999999995,9145952,2MASS J19113227+4535165,4868,72.0,-72.0,2.42,0.011000000000000001,-0.011000000000000001,-0.09,0.06,-0.06,1.09,0.11,-0.1,10.67,0.44,-0.41,0.001268,4.226e-05,-4.226e-05,MULT55,11.592,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.88448999999997,45.587928999999995,11111111111111111,PHO55,AST55,SPE55,9.978,0.021,9.424,0.02,9.314,0.011000000000000001,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,115.302,131.468,149.215,164.101,183.702,213.072,221.893,238.24,260.991,274.908,283.374,291.518,294.755,315.002,,,,-2147483648,b'3542-153-1  ',1635378410781933568,2130243614916066944,1470082,2015.0,287.88447188176457,0.12245655579647356,45.58790598503503,0.225197344682829,0.6248346092466373,0.3016620430180903,-4.557520328906808,1.5070075474148301,-8.551307239224517,0.6595023334355165,0.2578827440738678,0.2920636534690857,-0.39870786666870117,-0.056061625480651855,0.7832558751106262,-0.6795663237571716,-0.34110236167907715,-0.8778811693191528,-0.0018514430848881602,-0.23609192669391632,90,90,90,82,0,8,,0.37878939660159855,193.73736739407303,False,3.8050057888031006,6.652103900909424,3.863105666823685e-05,5,13,False,0.44031476974487305,0.13522610068321228,0.3023490011692047,0.14408238232135773,-110.8865737915039,54.10126495361328,28.087890625,-22.3924617767334,96,425177.79798114265,873.2122742442417,11.453343617921362,b'NOT_AVAILABLE',76.52452555400541,15.733727018213488,303.32201967278405,66.96981211419566,1.4105667595900895e-05
9395535,1,1,J19104429+4555106,76.786,15.991,4597.0,82.0,4401.0,75.0,2.89,0.08,22.37,0.57,"GOLD,KASC,GO,PUBLIC                          ",4405,96,-0.3,0.07,1.16,0.15,0.13,13.56,0.71,0.67,2.2359999999999998,0.012,0.013000000000000001,0.00045999999999999996,2e-05,2e-05,4508,96,-0.31,0.07,1.2,0.15,0.14,13.74,0.69,0.66,2.239,0.013000000000000001,0.013000000000000001,0.00045999999999999996,2e-05,2e-05,287.68453999999997,45.919628,9395535,2MASS J19104429+4555106,4597,82.0,-82.0,2.239,0.013000000000000001,-0.013000000000000001,-0.31,0.07,-0.07,1.2,0.15,-0.14,13.74,0.69,-0.66,0.0006479,2.817e-05,-2.817e-05,MULT55,11.792,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.68453999999997,45.919628,11111111111111111,PHO55,AST55,SPE55,10.124,0.026000000000000002,9.493,0.019,9.36,0.013999999999999999,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,96.846,107.46700000000001,122.454,136.132,153.0,177.512,184.388,197.96099999999998,221.442,237.713,248.407,259.668,264.18,292.264,,,,-2147483648,b'3542-2411-1 ',1635378410781933568,2130263784081004416,854042,2015.0,287.6844861981256,0.17871231254330608,45.9196159093594,0.2951371898120711,1.0436022061887074,0.34233169017712384,-8.4662132243962,1.1805946216500494,-5.671963496550736,0.820760226687964,0.17906324565410614,0.24839413166046143,-0.5534971356391907,-0.031085997819900513,0.6923868060112,-0.542361855506897,-0.6646143794059753,-0.8114814758300781,-0.32461148500442505,0.06958962231874466,116,116,116,108,0,8,,0.6181831172290643,149.6022969412467,False,6.074345588684082,2.5897066593170166,2.9533495762734674e-05,5,17,False,0.14444762468338013,0.2234489470720291,0.1678757220506668,0.06481177359819412,-126.67118072509766,70.28099060058594,25.674715042114258,0.6022915840148926,132,349464.9397210799,149.65780543268968,11.66626103530615,b'NOT_AVAILABLE',76.78616798770987,15.990942694811173,303.2479827484992,67.32852608683477,1.1741491090518931e-05
9333290,1,0,J19102759+4553438,76.744,16.026,4662.0,95.0,4497.0,88.0,2.93,0.06,23.86,0.63,PUBLIC                                       ,4403,84,-0.01,0.06,1.32,0.15,0.14,14.08,0.6,0.59,2.261,0.013000000000000001,0.013999999999999999,0.00047000000000000004,1e-05,1e-05,4506,84,0.04,0.06,1.37,0.15,0.15,14.25,0.61,0.61,2.265,0.013000000000000001,0.013000000000000001,0.00047000000000000004,1e-05,1e-05,287.61496,45.895512,9333290,2MASS J19102759+4553438,4662,95.0,-95.0,2.265,0.013000000000000001,-0.013000000000000001,0.04,0.06,-0.06,1.37,0.15,-0.15,14.25,0.61,-0.61,0.000662,1.409e-05,-1.409e-05,MULT55,10.975999999999999,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.61496,45.895512,11101111111111100,PHO55,AST55,SPE55,9.207,0.032,8.617,0.026000000000000002,8.478,0.011000000000000001,0.8262,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.359,7.309,7.104,7.104,7.104,7.1,79.087,90.329,103.335,114.429,128.97799999999998,151.316,158.524,172.02200000000002,193.295,208.187,218.27200000000002,228.90200000000002,233.321,263.255,,,,-2147483648,b'3542-2360-1 ',1635378410781933568,2130263509203581440,119398,2015.0,287.6149555139925,0.13323450933819753,45.89548118774017,0.3015130220017521,0.5588513528817958,0.2956905128206399,-2.6192605205121198,0.911557879937283,-10.043792078087705,0.8120043249486251,0.22793109714984894,0.24866223335266113,-0.5624905228614807,-0.05602811649441719,0.6145390868186951,-0.5147179961204529,-0.6843717098236084,-0.8429545164108276,-0.20419220626354218,0.09176845103502274,73,73,72,70,1,3,,0.33310206851669544,149.0336781533254,False,3.3797714710235596,8.202776908874512,3.7911886465735734e-05,5,13,False,0.1272314339876175,0.472288578748703,0.2691139280796051,0.3397540748119354,-109.64972686767578,-89.18875122070312,35.37234878540039,6.44014835357666,89,732483.8848741506,1481.0122279147981,10.86277487792097,b'NOT_AVAILABLE',76.74359246865986,16.02627493637996,303.10919846286595,67.32073852319911,1.3509973193990996e-05
9333501,1,1,J19105835+4553540,76.782,15.945,4794.0,83.0,4594.0,76.0,3.45,0.08,27.29,0.68,"GOLD,KASC,PUBLIC                             ",4477,106,-0.57,0.08,1.08,0.14,0.11,11.77,0.57,0.5,2.3280000000000003,0.013000000000000001,0.013000000000000001,0.00066,2e-05,2e-05,4560,106,-0.63,0.08,1.1,0.13,0.1,11.88,0.55,0.48,2.331,0.013999999999999999,0.013000000000000001,0.00066,2e-05,2e-05,287.74313,45.898361,9333501,2MASS J19105835+4553540,4794,83.0,-83.0,2.331,0.013999999999999999,-0.013000000000000001,-0.63,0.08,-0.08,1.1,0.13,-0.1,11.88,0.55,-0.48,0.0009295999999999999,2.817e-05,-2.817e-05,MULT55,11.777999999999999,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.74313,45.898361,11111111111111111,PHO55,AST55,SPE55,10.155,0.023,9.584,0.019,9.464,0.013999999999999999,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,107.18299999999999,120.336,137.09,151.738,170.39,197.29,205.24599999999998,220.297,243.74200000000002,258.58,267.082,276.552,280.362,305.12,,,,-2147483648,b'3542-2156-1 ',1635378410781933568,2130262787648592256,1261970,2015.0,287.7430899909136,0.19161712593189378,45.89834868027124,0.29671727284758487,1.032539696264143,0.32598024696891525,-8.6748243566485,0.9776110331955511,-3.664128830510972,0.9312874783986042,-0.2204599380493164,-0.06890750676393509,-0.5353431105613708,0.2863079011440277,0.8170921802520752,-0.43665242195129395,-0.802889883518219,-0.6837234497070312,-0.593156635761261,0.1706957221031189,89,89,88,84,1,5,,0.4314102772844826,119.11165294849584,False,4.299172401428223,5.236316680908203,2.8746993848471902e-05,5,10,False,0.2476528137922287,0.17607326805591583,0.21080563962459564,0.19468159973621368,-174.22128295898438,57.92507553100586,-3.3629090785980225,-16.981576919555664,86,350829.16512180015,115.66452982509178,11.662030838957286,b'NOT_AVAILABLE',76.78214700360574,15.945116112077873,303.3310600420734,67.29553809920384,8.809168461707066e-06
9333184,1,1,J19101490+4551456,76.697,16.048,4986.0,88.0,4759.0,81.0,4.02,0.09,32.5,0.99,"GOLD,KASC,PUBLIC                             ",4641,92,-0.21,0.06,1.02,0.12,0.1,10.49,0.48,0.41,2.407,0.013000000000000001,0.013000000000000001,0.0008900000000000001,2.9999999999999997e-05,2.9999999999999997e-05,4681,92,-0.23,0.06,1.04,0.12,0.11,10.54,0.47,0.42,2.4090000000000003,0.013000000000000001,0.013000000000000001,0.0008900000000000001,2.9999999999999997e-05,2.9999999999999997e-05,287.56212999999997,45.862671,9333184,2MASS J19101490+4551456,4986,88.0,-88.0,2.4090000000000003,0.013000000000000001,-0.013000000000000001,-0.23,0.06,-0.06,1.04,0.12,-0.11,10.54,0.47,-0.42,0.001254,4.226e-05,-4.226e-05,MULT55,11.655,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.56212999999997,45.862671,11111111111111111,PHO55,AST55,SPE55,10.097999999999999,0.025,9.599,0.02,9.463,0.011000000000000001,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,115.07799999999999,131.035,149.161,164.32,183.829,212.25099999999998,220.72400000000002,236.225,257.876,270.789,278.219,285.786,288.749,306.65,,,,-2147483648,b'3542-2339-1 ',1635378410781933568,2130308760979013248,834422,2015.0,287.5621297970588,0.23952211917774108,45.86269437445399,0.30136439812431287,0.5550637159995835,0.36208146077624676,2.865393790557137,0.9918797511399815,4.815313701612867,0.8258161722994214,-0.25861895084381104,-0.2583482265472412,-0.4965742230415344,0.36525964736938477,0.8150721788406372,-0.41326695680618286,-0.8031346797943115,-0.5947193503379822,-0.5969419479370117,0.05359644442796707,89,89,89,83,0,6,,0.47057073548837547,130.48658136735952,False,4.669142246246338,4.347286224365234,2.635499185998924e-05,5,14,False,0.1528777778148651,0.1556188464164734,0.11751656979322433,0.10106254369020462,120.1604232788086,46.10262680053711,18.31277084350586,-11.940871238708496,107,391202.17872969934,388.0373700283205,11.543766901723593,b'NOT_AVAILABLE',76.69737314768335,16.0475881012535,302.9921175183858,67.3010442295537,1.2525898439448805e-05
9456598,1,1,J19115546+4600056,76.94800000000001,15.833,4841.0,81.0,4621.0,74.0,4.43,0.11,40.92,0.83,"GOLD,KASC,GO,RC,PUBLIC                       ",4620,77,0.18,0.05,1.4,0.11,0.15,10.96,0.37,0.5,2.505,0.009000000000000001,0.01,0.00107,4e-05,2.9999999999999997e-05,4665,77,0.25,0.05,1.43,0.12,0.1,11.0,0.41,0.26,2.5069999999999997,0.009000000000000001,0.01,0.00106,2.9999999999999997e-05,2.9999999999999997e-05,287.98111,46.001579,9456598,2MASS J19115546+4600056,4841,81.0,-81.0,2.5069999999999997,0.009000000000000001,-0.01,0.25,0.05,-0.05,1.43,0.12,-0.1,11.0,0.41,-0.26,0.001493,4.226e-05,-4.226e-05,MULT55,11.862,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.98111,46.001579,11111111111111111,PHO55,AST55,SPE55,10.26,0.025,9.711,0.02,9.577,0.011000000000000001,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,131.047,149.129,168.325,183.47400000000002,202.955,229.226,236.158,248.285,264.615,272.235,274.901,277.473,278.719,283.82,,,,-2147483648,b'3542-1402-1 ',1635378410781933568,2130361022142039296,1977937,2015.0,287.98108946224744,0.14540465917071224,46.00154280947643,0.2318262025123178,0.6715880179721161,0.2887850677177475,-2.87519195463269,1.0752369344990376,-9.988698153286638,0.741588864543913,0.434395432472229,0.445557177066803,-0.6052466034889221,-0.2828434705734253,0.7458803653717041,-0.6915550827980042,-0.5621814131736755,-0.8638243079185486,-0.3463338017463684,0.26352471113204956,123,123,123,117,0,6,,0.46919949109052117,121.14078189743236,False,4.656161308288574,4.435079097747803,2.8879228921141475e-05,5,16,False,0.2421218305826187,0.1512327492237091,0.10292011499404907,0.17904195189476013,-95.90499877929688,-88.49867248535156,15.052877426147461,-0.8848941922187805,131,327406.4948690503,129.65884969660013,11.737051837835127,b'NOT_AVAILABLE',76.94774345399273,15.83257706121643,303.82281921172233,67.34107243262484,5.890842836520849e-06
9396095,1,0,J19120809+4556396,76.908,15.777000000000001,4858.0,74.0,4677.0,69.0,3.92,0.09,30.01,0.68,PUBLIC                                       ,4579,91,-0.18,0.06,0.92,0.06,0.06,10.34,0.3,0.27,2.373,0.009000000000000001,0.009000000000000001,0.0008300000000000001,2e-05,2e-05,4636,91,-0.18,0.06,0.92,0.08,0.06,10.37,0.34,0.27,2.374,0.01,0.009000000000000001,0.0008300000000000001,2e-05,2e-05,288.03372,45.944340000000004,9396095,2MASS J19120809+4556396,4858,74.0,-74.0,2.374,0.01,-0.009000000000000001,-0.18,0.06,-0.06,0.92,0.08,-0.06,10.37,0.34,-0.27,0.001169,2.817e-05,-2.817e-05,MULT55,11.114,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.03372,45.944340000000004,11111111111111111,PHO55,AST55,SPE55,9.565,0.021,9.021,0.017,8.902000000000001,0.012,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,100.365,115.537,131.431,144.486,162.141,190.507,200.136,218.123,243.29,259.87,269.905,280.418,284.624,312.988,,,,-2147483648,b'3542-1954-1 ',1635378410781933568,2130255091069285120,886036,2015.0,288.03370902068485,0.17434400058398503,45.94435366094821,0.2761133044126484,0.7065165169482646,0.35436812206356577,-0.07737166749331253,1.2031274058698105,1.1993013168145634,0.6724656724229531,0.6756048798561096,0.6407988667488098,-0.7468805313110352,-0.3512442708015442,0.8501752018928528,-0.820671796798706,-0.5086722373962402,-0.9156635403633118,-0.3283161222934723,0.304818332195282,98,98,98,93,0,5,,0.44443506888475237,251.23845471469198,False,4.422044277191162,4.611527442932129,3.0186163712642156e-05,5,14,False,0.12409679591655731,0.18958038091659546,0.1106170117855072,0.2886226773262024,-50.168479919433594,-60.349609375,32.15452575683594,-0.823415219783783,107,639917.0173303813,1531.255419189099,11.00946091502192,b'NOT_AVAILABLE',76.9077755841011,15.776639030276423,303.86541746088426,67.27520935919458,1.1337113112905222e-05
9456478,1,0,J19113915+4601525,76.957,15.888,4545.0,86.0,4395.0,80.0,2.54,0.06,20.54,0.63,PUBLIC                                       ,4359,87,-0.09,0.06,1.45,0.19,0.17,15.95,0.78,0.75,2.193,0.013999999999999999,0.015,0.00036,1e-05,1e-05,4474,87,-0.06,0.06,1.52,0.19,0.18,16.21,0.79,0.75,2.198,0.013999999999999999,0.013999999999999999,0.00036,1e-05,1e-05,287.91312,46.031281,9456478,2MASS J19113915+4601525,4545,86.0,-86.0,2.198,0.013999999999999999,-0.013999999999999999,-0.06,0.06,-0.06,1.52,0.19,-0.18,16.21,0.79,-0.75,0.0005071,1.409e-05,-1.409e-05,MULT55,10.785,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,287.91312,46.031281,11101111111111110,PHO55,AST55,SPE55,9.006,0.03,8.35,0.02,8.238,0.011000000000000001,0.8217,1426.313,7.1,7.1,7.1,8.017000000000001,8.914,10.145,8.104,7.1,7.1,7.1,7.1,7.1,7.1,7.1,68.348,77.425,88.359,98.057,110.609,129.635,136.025,148.50799999999998,168.893,183.28099999999998,193.43900000000002,204.423,208.97299999999998,240.075,,,,-2147483648,b'3542-2417-1 ',1635378410781933568,2130268216489340928,113761,2015.0,287.913102846295,0.3380707454025087,46.03122159693122,0.20166057842708457,0.9330755511414471,0.3547667705640901,-3.116233777354334,0.7973597482377042,-7.594041023880743,0.6307134499726502,-0.48155397176742554,-0.7358651757240295,-0.4622965157032013,0.47356098890304565,0.8474031686782837,-0.3101338744163513,-0.7857337594032288,-0.17077504098415375,-0.6744920015335083,0.039069585502147675,69,69,69,67,0,2,,0.2663668143330699,65.09941818322699,False,2.768551826477051,11.875479698181152,2.5872639525914565e-05,5,14,False,0.03471594676375389,0.2766990661621094,0.11273743957281113,0.31580016016960144,58.863380432128906,-3.861814498901367,11.96934986114502,-10.194704055786133,78,897362.3423107188,822.843331243898,10.64235046266484,b'NOT_AVAILABLE',76.95712184732581,15.887609398937276,303.73109511814107,67.38424128023536,2.778203964672472e-05
