kepid,nu_max,delta_nu,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,dist,dist_err1,dist_err2,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,dec,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,av,av_err1,av_err2,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
10257419,91.668,8.441,2MASS J18551515+4722088,5123,88.0,-271.0,2.878,0.035,-0.025,0.21,0.15,-0.43,2.851,0.104,-1.429,10.173,0.503,-3.1039999999999996,0.003814,0.0018859999999999999,-0.0003676,DSEP,12.073,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,283.81314,47.369122,11111111111111111,PHO1,AST11,KIC0,10.444,0.02,9.929,0.018000000000000002,9.812999999999999,0.016,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,190.53400000000002,201.389,209.555,210.364,215.493,219.43400000000003,219.31900000000002,218.613,214.377,206.827,197.80200000000002,190.179,187.918,174.90900000000002,,,,-2147483648,b'3544-2680-1 ',1635378410781933568,2107605460773799680,1932711,2015.0,283.8131642174382,0.2330757976079325,47.369065497079724,0.3805278275749949,1.336286709113124,0.46447493240007437,1.6150020525693338,1.6260342752493189,-16.452647790099604,0.9994028044782286,0.4345948100090027,0.5053884983062744,-0.6212756633758545,-0.33974945545196533,0.6935264468193054,-0.6595982909202576,-0.6584898829460144,-0.8765024542808533,-0.41774991154670715,0.2606942355632782,105,105,105,96,0,9,,0.8636453567026984,243.11590356299533,False,8.430023193359375,1.320343017578125,3.114082574029453e-05,5,17,False,0.1446811705827713,0.25195661187171936,0.05310291796922684,0.1682436764240265,-83.99385833740234,71.86640930175781,15.362327575683594,21.359819412231445,128,275938.87559252785,132.6157030265738,11.922737838141408,b'NOT_AVAILABLE',77.19291849676752,18.992787008339707,297.49030150210035,69.49358036911346,1.5451766485050917e-05
10259369,26.465,3.492,2MASS J18592536+4719466,4969,30.0,-274.0,2.336,0.034,-0.026000000000000002,0.07,0.14,-0.47,3.598,0.029,-1.717,21.336,0.517,-5.986000000000001,0.0005218,0.00024359999999999999,-3.493e-05,DSEP,11.525,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,284.85568,47.329632000000004,11111111111111111,PHO1,AST9,KIC0,9.851,0.021,9.283,0.019,9.155,0.016,0.8755,1459.789,7.1,7.1,7.1,7.1,8.695,10.815,9.541,7.756,7.1,7.1,7.1,7.1,7.1,7.1,99.816,113.619,129.502,143.315,161.393,188.81099999999998,197.4,213.252,238.09099999999998,254.688,265.298,275.824,280.28,309.4,,,,-2147483648,b'3545-930-1  ',1635378410781933568,2131411055745070848,231780,2015.0,284.8556997400623,0.15494712478352168,47.32959337669184,0.25788787866287505,-0.0397827852062847,0.30459978723001174,-0.3249959434325591,1.0712317909757219,-10.027993153550817,0.6710580115139685,0.2764066755771637,0.38962307572364807,-0.6049416065216064,-0.11273210495710373,0.7182967066764832,-0.5823846459388733,-0.7115982174873352,-0.8515916466712952,-0.3749108612537384,0.12986791133880615,105,105,105,101,0,4,,0.43487433084071664,181.2388045388967,False,4.331832408905029,5.04496431350708,2.9650673241121694e-05,5,16,False,0.07525307685136795,0.15838728845119476,0.11413583159446716,0.013280973769724369,-165.63941955566406,60.22895050048828,18.227418899536133,-38.058406829833984,121,460597.4206626368,1294.4175823482951,11.366466309856417,b'NOT_AVAILABLE',77.41014212707209,18.315943735409522,299.384410602985,69.2581979077835,1.506861990648938e-05
10262542,103.67,9.267,2MASS J19060989+4722343,5188,72.0,-208.0,2.929,0.038,-0.026000000000000002,0.07,0.13,-0.61,2.707,0.107,-1.483,9.343,0.5479999999999999,-3.162,0.004674,0.002741,-0.00028680000000000003,DSEP,11.29,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,286.54123,47.376202,11111111111111111,PHO1,AST9,KIC0,9.793,0.021,9.314,0.017,9.219,0.012,0.8756,1459.789,7.2379999999999995,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,169.75400000000002,176.683,182.018,181.708,184.766,186.687,185.81400000000002,184.169,179.52599999999998,172.28,165.09799999999998,157.869,156.083,144.90200000000002,,,,-2147483648,b'3545-2670-1 ',1635378410781933568,2130706990347067776,1620939,2015.0,286.54121616079215,0.11971471818914788,47.37618814479671,0.24183833308109404,0.8313363965311266,0.24984476883618162,-0.48324569680583007,0.8962641047166401,-5.389520258224982,0.711822425030352,0.11767184734344482,0.3569204807281494,-0.5564904808998108,-0.08948144316673279,0.5821142792701721,-0.5068879127502441,-0.5620084404945374,-0.835343062877655,-0.3085181713104248,0.12640094757080078,84,84,84,79,0,5,,0.2802413987561664,73.79879261995173,False,2.8943541049957275,11.440714836120605,2.6646346668712795e-05,5,13,False,0.2642556428909302,0.44333598017692566,0.20417200028896332,0.22251760959625244,-82.29254150390625,78.8937759399414,-5.814491271972656,10.220736503601074,100,557198.9574393949,896.7982498346335,11.159744325951845,b'NOT_AVAILABLE',77.88573129916105,17.26665490733078,302.47701276916644,68.9579850091651,1.1319080765999294e-05
10266802,75.289,6.45,2MASS J19150221+4718314,5314,71.0,-303.0,2.782,0.046,-0.021,0.07,0.14,-0.75,3.083,0.037,-1.766,11.82,0.223,-4.289,0.00263,0.001818,-0.0001429,DSEP,8.314,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.75925,47.308731,11111111111111111,PHO1,AST9,KIC0,6.855,0.023,6.436,0.027000000000000003,6.353,0.018000000000000002,0.8756,1459.789,7.1,7.1,7.1,8.486,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,107.155,120.46700000000001,129.861,134.599,142.19,152.679,155.285,158.952,160.373,157.69299999999998,153.815,150.031,149.075,142.252,,,,-2147483648,b'3546-1341-1 ',1635378410781933568,2130811512672251520,373950,2015.0,288.75933607592293,0.16078486481961393,47.308704048389885,0.2311458180532188,2.4444684465413755,0.24781384134540055,11.374892629137655,0.7553345615753594,-9.925942138590047,0.6043554968128455,0.16418851912021637,0.1328999400138855,-0.3269255757331848,-0.20400279760360718,0.520134687423706,-0.4636933207511902,-0.5176985859870911,-0.6893279552459717,-0.22885319590568542,0.061579205095767975,116,116,115,114,1,2,,0.47270199203173036,258.2985049611094,False,2.076382875442505,4.136449813842773,1.164019795396598e-05,5,18,False,0.2706160843372345,0.16829104721546173,0.2548886835575104,0.0580725371837616,-99.62455749511719,72.844482421875,35.136322021484375,19.84768295288086,121,8463624.592742648,11185.57334430238,8.20587908428315,b'NOT_AVAILABLE',78.41545345455829,15.850425294673336,306.31574629576994,68.39583064741288,1.8106586838792664e-05
10267242,26.957,3.631,2MASS J19155173+4721457,4917,78.0,-78.0,2.338,0.011000000000000001,-0.011000000000000001,-0.03,0.06,-0.06,1.0,0.11,-0.08,11.26,0.49,-0.37,0.000986,2.817e-05,-4.226e-05,MULT55,11.624,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.96558,47.362701,11111111111111111,PHO55,AST55,SPE55,9.933,0.021,9.389,0.017,9.285,0.013999999999999999,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,108.42200000000001,123.044,140.144,154.997,173.882,201.995,210.892,227.417,252.72,269.425,279.541,289.892,294.03700000000003,322.047,,,,-2147483648,b'3546-777-1  ',1635378410781933568,2127903922890000384,148908,2015.0,288.9655248572979,0.14690828442705361,47.36276208698223,0.2054252800311355,0.5391719787764324,0.2582375394020425,-2.5937174917107106,1.0307950828611037,3.8901062826723427,0.6307235203411392,0.19791176915168762,0.17791861295700073,-0.4633713662624359,-0.09507320821285248,0.7304990291595459,-0.6032733917236328,-0.5528895854949951,-0.7871307730674744,-0.30399632453918457,0.0036953638773411512,124,124,124,115,0,9,,0.389193892578677,190.68280492213935,False,3.9023919105529785,6.324287414550781,3.019278301508166e-05,5,19,False,0.22941601276397705,0.17464658617973328,0.1358306109905243,0.015601102262735367,-99.0377426147461,43.558250427246094,19.0219783782959,-16.558395385742188,133,414743.9951682067,291.7566604816285,11.480319796714921,b'NOT_AVAILABLE',78.52409620481012,15.743096774974136,306.72265714476407,68.39767610602834,5.2140556476577856e-05
10268744,31.389,3.765,2MASS J19183727+4719291,4701,112.0,-112.0,2.414,0.023,-0.025,0.29,0.05,-0.05,1.43,0.3,-0.28,12.29,0.92,-0.94,0.001085,4.226e-05,-4.226e-05,MULT55,9.951,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,289.65533,47.32476,11111111111111111,PHO55,AST55,SPE55,8.191,0.034,7.645,0.033,7.492999999999999,0.021,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.657,7.1,7.1,7.1,7.1,7.1,7.1,77.715,91.221,103.363,112.802,126.336,149.921,158.814,175.268,197.0,211.114,220.07,229.703,233.611,261.6,,,,-2147483648,b'3546-331-1  ',1635378410781933568,2127891862622106496,458507,2015.0,289.6553442660289,0.15221231349993378,47.32469733675657,0.21643859925687733,1.1201338717811153,0.2616721365825557,2.814841075640855,1.08318021327189,-8.521026119723407,0.7288755067101103,0.3185712993144989,0.2893892824649811,-0.4850684106349945,-0.24593408405780792,0.6565628051757812,-0.5766931176185608,-0.6470765471458435,-0.8282874822616577,-0.26993340253829956,0.11131983250379562,90,90,88,88,2,2,,0.33299002487423895,177.72291399712742,False,3.3787341117858887,8.008418083190918,2.8012773327645846e-05,5,13,False,0.27804622054100037,0.12655030190944672,0.053350720554590225,0.01647098921239376,-135.91555786132812,42.66886520385742,31.47911834716797,21.13483428955078,96,1942576.2041564954,2908.852809484977,9.803824902628529,b'NOT_AVAILABLE',78.68042047138502,15.298977165700732,307.86738619391843,68.1958383170064,2.7236858401211072e-05
10272641,90.344,8.153,2MASS J19250623+4718546,5031,83.0,-83.0,2.85,0.01,-0.011000000000000001,-0.21,0.06,-0.06,1.31,0.15,-0.14,7.12,0.35,-0.33,0.005113,0.0001972,-0.0001972,MULT55,11.654000000000002,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.27597000000003,47.315189000000004,11111111111111111,PHO55,AST55,SPE55,10.092,0.021,9.607999999999999,0.019,9.498,0.013999999999999999,0.8759,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,170.106,182.145,191.354,193.56400000000002,199.608,204.386,204.94799999999998,204.857,201.601,194.52900000000002,186.391,179.79,177.96200000000002,166.105,,,,-2147483648,b'3547-2212-1 ',1635378410781933568,2129158259502173312,1307173,2015.0,291.2759002640033,0.1259455215929861,47.31514949929295,0.21306407064427313,0.9503087425709487,0.2946586100557292,-7.546227902005073,1.401883427120343,-11.404677379455759,0.5427710747049598,0.5339131355285645,0.5511374473571777,-0.49786052107810974,-0.28331902623176575,0.8771307468414307,-0.8300045728683472,-0.1684681475162506,-0.9114503860473633,-0.01306923571974039,-0.18552155792713165,96,96,96,91,0,5,,0.3270817847175809,127.09895280191058,False,3.324079990386963,8.827868461608887,3.0410361432586797e-05,5,15,False,0.3833550810813904,0.0984852984547615,0.17564164102077484,0.09092707931995392,-89.6325454711914,18.32817268371582,29.222070693969727,-15.744665145874023,101,393924.46243768,557.017722408432,11.536237686253942,b'NOT_AVAILABLE',79.13645602424184,14.292731798913762,310.5800131053481,67.7793314442172,1.7750449302702653e-05
10281965,26.804,3.228,2MASS J19393504+4719051,4989,102.0,-243.0,2.347,0.03,-0.028999999999999998,0.07,0.14,-0.67,3.589,0.025,-2.418,21.028000000000002,0.537,-8.939,0.0005437,0.00040419999999999996,-4.264e-05,DSEP,11.515,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.89603,47.318089,11101111111111111,PHO1,AST9,KIC0,9.828,0.024,9.289,0.016,9.157,0.016,0.8201,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,91.11,102.15,116.25200000000001,128.286,143.714,166.125,173.03900000000002,186.108,207.24599999999998,221.146,230.12900000000002,239.55200000000002,243.18900000000002,267.164,,,,-2147483648,b'3560-3154-1 ',1635378410781933568,2128557410756277248,1475806,2015.0,294.89604522368154,0.17611936734305067,47.3180975345312,0.23199239157391718,0.8384723414299322,0.30609316894922184,0.12187403017836362,1.0934256511419311,3.537415608788282,0.6150828900000143,0.6016129851341248,0.6093893647193909,-0.7095330953598022,-0.31085655093193054,0.6949712038040161,-0.6842374801635742,-0.5235629081726074,-0.9017885327339172,-0.14128923416137695,0.03704283758997917,105,105,104,100,1,5,,0.4361360340384499,212.3995431015271,False,4.34373140335083,5.131415367126465,3.657303022919223e-05,5,15,False,0.04580733925104141,0.13950730860233307,0.1768009513616562,0.18568237125873566,-110.3660888671875,81.1361083984375,50.14925003051758,19.14196014404297,118,463361.072003998,693.3674063313221,11.35997120149179,b'NOT_AVAILABLE',80.24018726762232,12.086443256468431,316.40031742540566,66.79084700197674,1.1609836143181294e-05
10282002,31.082,3.671,2MASS J19393934+4720055,4694,79.0,-79.0,2.369,0.015,-0.013999999999999999,0.33,0.05,-0.05,1.16,0.16,-0.16,11.67,0.64,-0.64,0.0010279999999999998,4.226e-05,-4.226e-05,MULT55,11.404000000000002,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.91393999999997,47.334862,11101111111111100,PHO55,AST55,SPE55,9.599,0.024,9.019,0.018000000000000002,8.867,0.015,0.8263,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,102.133,117.035,133.29399999999998,147.55700000000002,165.915,194.648,203.977,220.826,244.99099999999999,259.999,269.03700000000003,278.798,282.539,307.198,,,,-2147483648,b'3560-3228-1 ',1635378410781933568,2128563320631275136,23059,2015.0,294.9138962791665,0.17280583143733536,47.33480985109635,0.2637790463521682,0.6884017465123897,0.3161560595641751,-7.556359502507243,1.1406835544554856,-8.743115530774034,0.7101381738451256,0.5027860999107361,0.46682411432266235,-0.6267738938331604,-0.2514006793498993,0.58303302526474,-0.6137721538543701,-0.4644456207752228,-0.8659278154373169,-0.07702609151601791,-0.040646251291036606,105,105,105,96,0,9,,0.5292221950997403,383.4483638880785,False,5.225823402404785,3.466630458831787,3.5558528907131404e-05,5,15,False,0.18608596920967102,0.30117908120155334,0.16365718841552734,0.3091091513633728,-54.792545318603516,86.77484130859375,44.88657760620117,20.57888412475586,117,526647.0222345021,716.4127134602824,11.220970981485932,b'NOT_AVAILABLE',80.2610395589577,12.083289269183743,316.4461462912972,66.80082962220645,1.582828874008911e-05
10284878,8.696,1.534,2MASS J19434447+4721404,4874,57.0,-97.0,1.851,0.034,-0.027999999999999997,-1.28,0.18,-0.3,1.653,1.044,-0.693,25.264,5.207999999999999,-6.091,0.00014439999999999999,5.153e-05,-1.244e-05,DSEP,12.754000000000001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,295.9353,47.36124,11111101110111010,PHO1,AST9,KIC0,11.039000000000001,0.021,10.485999999999999,0.021,10.384,0.012,0.6971,1426.313,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,99.12700000000001,100.17299999999999,106.75,112.463,120.07,131.255,136.26,148.645,169.115,182.12099999999998,190.96200000000002,201.929,206.34900000000002,233.399,,,,-2147483648,b'3561-2111-1 ',1635378410781933568,2080604925529344640,1405064,2015.0,295.93529560002895,0.201771064061051,47.36126422686342,0.28612046739365443,0.2834501380192799,0.34485794600692427,-0.3548185232979664,1.3104578330944534,1.700685198050951,0.9502373133762062,0.46461138129234314,0.39914971590042114,-0.6053910255432129,-0.302841454744339,0.5898204445838928,-0.5934858322143555,-0.5814958810806274,-0.8476657867431641,-0.16154497861862183,0.11358452588319778,114,114,114,105,0,9,,0.6724793388167299,137.39556741150628,False,6.593976974487305,2.1296472549438477,1.6350444639101624e-05,5,19,False,0.24945656955242157,0.18799731135368347,0.09718745946884155,0.2786850929260254,-112.64048767089844,-89.16121673583984,53.87102127075195,16.148967742919922,147,147614.8259445187,33.66097903687689,12.601945116895754,b'NOT_AVAILABLE',80.61096130563453,11.481394925650283,318.051325802205,66.52635686188407,1.7206358919474007e-05
10285722,50.47,5.034,2MASS J19445035+4723428,4897,82.0,-82.0,2.602,0.011000000000000001,-0.013999999999999999,0.14,0.05,-0.05,1.75,0.12,-0.25,10.93,0.28,-0.67,0.0019010000000000001,7.043e-05,-5.634e-05,MULT55,10.404000000000002,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.20981,47.395229,11111101110111011,PHO55,AST55,SPE55,8.827,0.023,8.316,0.02,8.195,0.013999999999999999,0.6992,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,102.2,117.955,131.50799999999998,141.168,154.659,175.106,181.257,192.315,204.274,209.588,211.63299999999998,212.919,213.764,217.207,,,,-2147483648,b'3561-1934-1 ',1635378410781933568,2080581938864375680,550629,2015.0,296.2098044777559,0.16009079580103525,47.395248409807515,0.22612148682373104,1.1051562399300319,0.30614406338167827,3.3210130778158264,1.3071646209619494,0.047476352954003515,1.1553311294099418,0.5595546364784241,0.6177464723587036,-0.7405316829681396,-0.5969489216804504,0.5986579060554504,-0.6587534546852112,-0.5955216884613037,-0.902556300163269,-0.5936852097511292,0.634698212146759,90,90,85,87,5,3,,0.39373611293696376,245.75306052769906,False,3.9449615478515625,5.6544952392578125,3.060603194171563e-05,5,15,False,0.3946312665939331,0.461900532245636,0.1436452567577362,0.4586317241191864,-89.2962417602539,-84.55264282226562,-14.095458984375,19.564746856689453,115,1237529.7917006672,1486.0010138001167,10.293380907017495,b'NOT_AVAILABLE',80.7302952820424,11.332987956926196,318.507683734195,66.47539838994,2.6038590565394053e-05
10286616,32.322,4.108,2MASS J19460016+4720165,4962,83.0,-83.0,2.424,0.018000000000000002,-0.018000000000000002,-0.37,0.07,-0.07,1.17,0.18,-0.15,11.02,0.58,-0.54,0.001239,4.226e-05,-4.226e-05,MULT55,11.672,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.50067,47.337928999999995,11111101110111011,PHO55,AST55,SPE55,10.076,0.021,9.507,0.018000000000000002,9.412,0.015,0.6992,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,110.41,124.773,141.468,155.523,173.68200000000002,199.09900000000002,206.28799999999998,219.239,238.278,248.732,253.655,258.51,260.714,272.634,,,,-2147483648,b'3561-2106-1 ',1635378410781933568,2080571871459288448,538911,2015.0,296.50063324751466,0.1903827299506363,47.33789450484231,0.3171205194600524,0.7568014340310991,0.4090114082764573,-3.759816713947157,1.3995709699831702,-7.355882047690699,0.6095929957683154,0.6430560350418091,0.7580620050430298,-0.8087888360023499,-0.09867717325687408,0.8357186913490295,-0.8123444318771362,-0.23588447272777557,-0.9279797673225403,-0.09690460562705994,-0.0841599702835083,70,70,70,67,0,3,,0.4332672629116806,141.58636341476637,False,4.316678524017334,5.1640305519104,3.052078318432905e-05,5,14,False,0.28211942315101624,0.4165576696395874,0.23052702844142914,0.12016916275024414,-32.00458908081055,72.87960815429688,26.806964874267578,35.70444869995117,86,396089.3443934832,949.4518708650254,11.53028716594239,b'NOT_AVAILABLE',80.77322410329248,11.13219571117301,318.88611950009357,66.33702231080099,1.0008581536293587e-05
10286749,29.741,3.977,2MASS J19460947+4722225,5023,105.0,-299.0,2.39,0.031,-0.027000000000000003,0.07,0.14,-0.53,3.553,0.042,-1.902,19.932000000000002,0.693,-6.35,0.0006319,0.0003137,-5.42e-05,DSEP,11.812999999999999,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.53949,47.372921000000005,11101101110111000,PHO1,AST9,KIC0,10.094,0.021,9.533999999999999,0.018000000000000002,9.406,0.015,0.685,1239.637,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,121.235,137.681,156.65200000000002,172.283,192.53599999999997,221.69099999999997,230.30700000000002,246.06099999999998,268.151,280.925,287.76099999999997,294.183,296.836,311.374,,,,-2147483648,b'3561-2069-1 ',1635378410781933568,2080572318135886336,1707450,2015.0,296.53946563483794,0.2680528292458274,47.37290743903723,0.4188452254327535,0.6243223044517515,0.5126233270433924,-2.055121197433773,1.835921849378094,-0.8673808112548149,1.1512306851071865,0.2868150770664215,0.2800060510635376,-0.5543062686920166,-0.0027216095477342606,0.7188531160354614,-0.6084769368171692,-0.4113064408302307,-0.812771201133728,-0.09182558953762054,-0.20947465300559998,87,87,87,83,0,4,,0.8710773946094827,321.8680637643976,False,8.501550674438477,1.2639853954315186,3.277977884863503e-05,5,14,False,0.19019074738025665,0.2384524643421173,0.24643763899803162,0.17436562478542328,-62.351810455322266,70.01362609863281,40.721187591552734,19.688005447387695,102,352007.0964508469,335.85227419456595,11.65839151652037,b'NOT_AVAILABLE',80.8173409255389,11.125549131366705,318.98355006073217,66.35677110133476,1.2725834876202405e-05
10287323,47.465,5.044,2MASS J19465203+4722093,4849,76.0,-76.0,2.562,0.011000000000000001,-0.012,-0.11,0.06,-0.06,1.22,0.12,-0.12,9.58,0.39,-0.38,0.0019579999999999997,5.634e-05,-5.634e-05,MULT55,11.55,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.7168,47.369251,11101101110111000,PHO55,AST55,SPE55,9.88,0.02,9.318,0.018000000000000002,9.195,0.015,0.6851,1239.637,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,160.154,183.572,205.90099999999998,222.108,243.49,273.068,281.908,295.779,313.025,319.892,321.801,322.709,323.132,323.70599999999996,,,,-2147483648,b'3561-2029-1 ',1635378410781933568,2080569809874985600,1077823,2015.0,296.71677601588357,0.21507217848305718,47.36921773277223,0.34615653849167827,1.1231827425777698,0.47298400392030293,-5.087207586138798,1.6723056755730983,-8.566045961465433,0.6874350182893522,0.6848203539848328,0.7646578550338745,-0.8010512590408325,-0.058322858065366745,0.8804247975349426,-0.831694483757019,-0.208734929561615,-0.9324347376823425,-0.022901427000761032,-0.16550248861312866,79,79,79,75,0,4,,0.4998164838591544,142.23479284419292,False,4.946389198303223,3.9347634315490723,3.6748882848769426e-05,5,12,False,0.16388510167598724,0.24752093851566315,0.23918002843856812,0.0436968132853508,-51.28820037841797,68.82717895507812,34.10677719116211,3.3931450843811035,95,436094.7139018448,752.4165623143851,11.425818007769063,b'NOT_AVAILABLE',80.87196379160945,11.018032056268206,319.24745598507013,66.30014227667625,5.5145671322157294e-06
10288903,49.722,5.145,2MASS J19483738+4722204,4903,68.0,-158.0,2.611,0.028999999999999998,-0.034,-0.32,0.24,-0.3,1.829,0.51,-0.843,11.083,1.5730000000000002,-2.785,0.0018920000000000002,0.0006159,-0.00026419999999999997,DSEP,12.001,,,,0,0,0,,q1_q17_dr24_stellar,2015-01-15,297.15576,47.372341,11111101110111011,PHO1,AST9,KIC0,10.296,0.019,9.757,0.017,9.642999999999999,0.013999999999999999,0.6992,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,146.315,165.12900000000002,184.023,196.584,213.03,233.34099999999998,237.435,244.513,251.787,252.93200000000002,250.988,247.84799999999998,247.023,238.612,,,,-2147483648,b'3561-2007-1 ',1635378410781933568,2086383615045834880,571439,2015.0,297.15577778575016,0.2642163327384219,47.37237447286371,0.3620749340840169,0.4904004150732957,0.3969808438320663,4.587600047512911,1.5510496508138687,8.855438326567263,1.2814159934506284,-0.13899073004722595,0.12901540100574493,-0.6104859709739685,0.2523121237754822,0.7416351437568665,-0.32638266682624817,-0.7211132049560547,-0.6729811429977417,-0.4043174982070923,-0.1286279708147049,88,88,87,79,1,9,,0.664016044583188,230.56555550839178,False,6.512910842895508,2.22458553314209,2.5509156330372207e-05,5,14,False,0.333523154258728,0.32948464155197144,0.1735176295042038,0.11553143709897995,-140.74514770507812,44.435791015625,0.2553649842739105,-17.725107192993164,104,287142.1801867509,57.65823137008219,11.87952758001468,b'NOT_AVAILABLE',81.01910571345238,10.758171730599642,319.91087946202543,66.17002344793003,7.855786278879357e-06
